ID,시설명,종교,카테고리,상품명칭,가격(만원),가격(원),가격유형,주변문구(요약)
5,"진주내동공원묘원",일반/무교,관리비,"분양가격안내","200만원",2000000,테이블정가,"분양가격안내 일반실 (단위:만원) NO. 개인단 부부단 VIP단 관리비 비고 8 150 2..."
5,"진주내동공원묘원",일반/무교,관리비,"격안내","300만원",3000000,테이블정가,"격안내 일반실 (단위:만원) NO. 개인단 부부단 VIP단 관리비 비고 8 150 200 ..."
5,"진주내동공원묘원",일반/무교,기타,"비고","400만원",4000000,테이블정가,"비고 8 150 200 300 개인단 : 5만원 부부단, VIP단 : 8만원 7 300 4..."
5,"진주내동공원묘원",일반/무교,기타,"150	200	300	개인단","600만원",6000000,테이블정가,"150 200 300 개인단 : 5만원 부부단, VIP단 : 8만원 7 300 400 60..."
5,"진주내동공원묘원",일반/무교,기타,"00	개인단 : 5만원","700만원",7000000,테이블정가,"00 개인단 : 5만원 부부단, VIP단 : 8만원 7 300 400 600 6 400 7..."
5,"진주내동공원묘원",일반/무교,기타,"인단 : 5만원","800만원",8000000,테이블정가,"인단 : 5만원 부부단, VIP단 : 8만원 7 300 400 600 6 400 700 8..."
5,"진주내동공원묘원",일반/무교,묘지,"대표전화 055) 756-1","500만원",5000000,테이블정가,"대표전화 055) 756-1500 Home Contact us 공원안내 매장묘안내 봉안당안..."
5,"진주내동공원묘원",일반/무교,기타,"부단, VIP단 : 8만원","900만원",9000000,테이블정가,"부단, VIP단 : 8만원 7 300 400 600 6 400 700 800 5 500 9..."
5,"진주내동공원묘원",일반/무교,기타,"800","250만원",2500000,테이블정가,"800 5 500 900 1,000 4 400 700 800 3 300 500 600 2 ..."
5,"진주내동공원묘원",일반/무교,기타,")","350만원",3500000,테이블정가,") NO. 개인단 부부단 VIP개인 VIP부부 비고 8 250 300 300 400 7 3..."
5,"진주내동공원묘원",일반/무교,기타,".	개인단	부부단	VIP개인","450만원",4500000,테이블정가,". 개인단 부부단 VIP개인 VIP부부 비고 8 250 300 300 400 7 350 4..."
5,"진주내동공원묘원",일반/무교,기타,"P부부	비고","750만원",7500000,테이블정가,"P부부 비고 8 250 300 300 400 7 350 450 400 700 6 450 7..."
5,"진주내동공원묘원",일반/무교,기타,"0	450	400	700","100만원",1000000,테이블정가,"0 450 400 700 6 450 750 500 900 5 600 1,000 700 1,..."
5,"진주내동공원묘원",일반/무교,기타,"~1) 바랍니다.","214만원",2140000,테이블정가,"~1) 바랍니다. 상단으로 진주내동공원묘원 경상남도 진주시 내동면 유수길 75번길 8-21..."
5,"진주내동공원묘원",일반/무교,기타,"시 내동면 유수길 75번길","0372만원",3720000,테이블정가,"시 내동면 유수길 75번길 8-214 T. 055-756-1500~1 F. 055-756-..."
5,"진주내동공원묘원",일반/무교,봉안당,"All rights rese","365만원",3650000,테이블정가,"All rights reserved. 사무실, 봉안당 운영시간 08시 ~ 17시 까지 (3..."
6,"신불산공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
7,"예산군추모공원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
9,"재단법인선산공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
11,"재단법인 로엠(묘지)",일반/무교,-,정보 없음,-,0,-,텍스트 없음
12,"(재)화산추모공원(묘지)",일반/무교,묘지,"이 타인묘 이장요구 가능","2001만원",20010000,테이블정가,"이 타인묘 이장요구 가능 3. 묘지면적 상한선 3분의 1로 축소 ""장사""등에 관한 법률..."
12,"(재)화산추모공원(묘지)",일반/무교,묘지,"부를 결정했었다.","500만원",5000000,테이블정가,"부를 결정했었다. 묘지 이전을 명령받고도 이행하지 않으면 이전할 때까지 1년에 2차례씩 5..."
12,"(재)화산추모공원(묘지)",일반/무교,묘지,"5㎡ 이내","100만원",1000000,테이블정가,"5㎡ 이내 개인 묘지 80㎡ 이내 ①개인묘지는 30㎡ 이내(분묘면적 제한없음) ②가족묘지 ..."
12,"(재)화산추모공원(묘지)",일반/무교,묘지,"㎡ 이내","1000만원",10000000,테이블정가,"㎡ 이내 ①개인묘지는 30㎡ 이내(분묘면적 제한없음) ②가족묘지 100㎡ 종종 . 문종은 ..."
12,"(재)화산추모공원(묘지)",일반/무교,묘지,"(합장 할 때 15㎡이내","2000만원",20000000,테이블정가,"(합장 할 때 15㎡이내 시/행/규/칙 1. 개정이유 매장및묘지등에관한법률(2000. 1...."
12,"(재)화산추모공원(묘지)",일반/무교,묘지,"시/행/규/칙","6158만원",61580000,테이블정가,"시/행/규/칙 1. 개정이유 매장및묘지등에관한법률(2000. 1. 12, 법률 제6158호..."
13,"(재)서울공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
14,"(재)자하연 일산(묘지)",일반/무교,-,정보 없음,-,0,-,텍스트 없음
15,"(재)이화공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
17,"파주하늘나라공원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
18,"보령시모란공원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
22,"천주교안성추모공원(묘원)",천주교,-,정보 없음,-,0,-,텍스트 없음
23,"함양하늘공원(묘지)",일반/무교,-,정보 없음,-,0,-,텍스트 없음
24,"(재)하늘나라공원 포천묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
25,"금릉공원묘원",유교,-,정보 없음,-,0,-,텍스트 없음
26,"(재)경춘공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
27,"우성공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
29,"청파동성당 청파묘원",기독교,-,정보 없음,-,0,-,텍스트 없음
30,"(재)풍산공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
31,"청파동성당 평화묘원",기독교,-,정보 없음,-,0,-,텍스트 없음
32,"(재)호정공원(묘지)",유교,묘지,"2단","805만원",8050000,테이블정가,"2단 03. 매장 특 (단위 : 만원) 구분 가격 면적 비고 합장 매장 1단 1,805만원..."
32,"(재)호정공원(묘지)",유교,묘지,"터 적용)","955만원",9550000,테이블정가,"터 적용) 안장비, 관리비, 각자비 • 관리비 5년 단위 부과(선납) 매장 2단 1,955..."
32,"(재)호정공원(묘지)",유교,묘지,"비, 각자비","295만원",2950000,테이블정가,"비, 각자비 • 관리비 5년 단위 부과(선납) 매장 2단 1,955만원 매장 특 2,295..."
32,"(재)호정공원(묘지)",유교,묘지,"5년 단위 부과(선납)","455만원",4550000,테이블정가,"5년 단위 부과(선납) 매장 2단 1,955만원 매장 특 2,295만원 호정(B) 2,45..."
32,"(재)호정공원(묘지)",유교,묘지,"2단	1,955만원","550만원",5500000,테이블정가,"2단 1,955만원 매장 특 2,295만원 호정(B) 2,455만원 단장 호정(A) 1,5..."
32,"(재)호정공원(묘지)",유교,기타,"보처리방침 이용약관","402만원",4020000,테이블정가,"보처리방침 이용약관 재단법인 호정공원 대표자 : 신영옥 사업자등록번호 : 402-82-19..."
32,"(재)호정공원(묘지)",유교,기타,": 신영옥","214만원",2140000,테이블정가,": 신영옥 사업자등록번호 : 402-82-19531 관리사무소 : 063-214-1009 ..."
32,"(재)호정공원(묘지)",유교,기타,"영옥","1009만원",10090000,테이블정가,"영옥 사업자등록번호 : 402-82-19531 관리사무소 : 063-214-1009 팩스 ..."
32,"(재)호정공원(묘지)",유교,기타,"02-82-19531","222만원",2220000,테이블정가,"02-82-19531 관리사무소 : 063-214-1009 팩스 : 063-222-3662..."
32,"(재)호정공원(묘지)",유교,기타,"2-19531","3662만원",36620000,테이블정가,"2-19531 관리사무소 : 063-214-1009 팩스 : 063-222-3662 E-m..."
32,"(재)호정공원(묘지)",유교,기타,"wwhjcloud9@nave","381만원",3810000,테이블정가,"wwhjcloud9@naver.com 주소 : 전북특별자치도 완주군 화산면 운곡로 381-..."
32,"(재)호정공원(묘지)",유교,기타,"소 : 전북특별자치도 완주군","1833만원",18330000,테이블정가,"소 : 전북특별자치도 완주군 화산면 운곡로 381-64 재단법인 호정공원 사용상담 : 18..."
32,"(재)호정공원(묘지)",유교,기타,"북특별자치도 완주군 화산면","4491만원",44910000,테이블정가,"북특별자치도 완주군 화산면 운곡로 381-64 재단법인 호정공원 사용상담 : 1833-44..."
32,"(재)호정공원(묘지)",유교,기타,"면 운곡로 381-64","365만원",3650000,테이블정가,"면 운곡로 381-64 재단법인 호정공원 사용상담 : 1833-4491 연중무휴 : 365..."
32,"(재)호정공원(묘지)",유교,묘지,"족 봉안 평장 4기","930만원",9300000,테이블정가,"족 봉안 평장 4기 (단위 : 만원) 구분 면적(평) 가격 비고 부부 봉안 2기 2평 93..."
32,"(재)호정공원(묘지)",유교,묘지,"안장비, 관리비, 각자비","730만원",7300000,테이블정가,"안장비, 관리비, 각자비 • 관리비 5년 단위 부과(선납) 가족 봉안 4기 4평 1,730..."
32,"(재)호정공원(묘지)",유교,묘지,"5년 단위 부과(선납)","280만원",2800000,테이블정가,"5년 단위 부과(선납) 가족 봉안 4기 4평 1,730만원 가족 봉안 8기 5평 2,280..."
32,"(재)호정공원(묘지)",유교,묘지,"기	4평	1,730만원","440만원",4400000,테이블정가,"기 4평 1,730만원 가족 봉안 8기 5평 2,280만원 가족 봉안 평장 4기 2평 1,..."
32,"(재)호정공원(묘지)",유교,봉안당,"가격","390만원",3900000,테이블정가,"가격 (단위 : 만원) 구분 추모목 종류 가격 비고 수목장 개인목 1기 에메랄드 골드 39..."
32,"(재)호정공원(묘지)",유교,관리비,")","710만원",7100000,테이블정가,") • 관리비 5년 단위 부과(선납) 부부목 2기 작은 둥근 소나무, 분재형 소나무 710..."
32,"(재)호정공원(묘지)",유교,기타,"둥근 소나무, 분재형 소나무","190만원",1900000,테이블정가,"둥근 소나무, 분재형 소나무 710만원 가족목 4 ~ 8기 반송, 황금소나무, 소나무 1,..."
32,"(재)호정공원(묘지)",유교,기타,"분재형 소나무	710만원","150만원",1500000,테이블정가,"분재형 소나무 710만원 가족목 4 ~ 8기 반송, 황금소나무, 소나무 1,190 ~ 2,..."
32,"(재)호정공원(묘지)",유교,자연장,"소나무	1,190 ~ 2,1","290만원",2900000,테이블정가,"소나무 1,190 ~ 2,150만원 특수목 공작단풍, 소나무 별도문의 공동수목 조형소나무 ..."
32,"(재)호정공원(묘지)",유교,자연장,"장비(30만원), 관리비,","230만원",2300000,테이블정가,"장비(30만원), 관리비, 수목표지석 • 관리비 5년 단위 부과(선납) 잔디장 1기 230..."
32,"(재)호정공원(묘지)",유교,봉안당,"상담","350만원",3500000,테이블정가,"상담 방문예약 봉안담 사용가격 (단위 : 만원) 단수 개인단 부부단 비고 4, 5단 350..."
32,"(재)호정공원(묘지)",유교,봉안당,"약","630만원",6300000,테이블정가,"약 봉안담 사용가격 (단위 : 만원) 단수 개인단 부부단 비고 4, 5단 350만원 630..."
32,"(재)호정공원(묘지)",유교,관리비,")","330만원",3300000,테이블정가,") -명패비 (개인3만원, 부부5만원) • 관리비 5년 단위 부과(선납) 3, 6단 330..."
32,"(재)호정공원(묘지)",유교,관리비,"(개인3만원, 부부5만원)","590만원",5900000,테이블정가,"(개인3만원, 부부5만원) • 관리비 5년 단위 부과(선납) 3, 6단 330만원 590만..."
32,"(재)호정공원(묘지)",유교,봉안당,"관리비 5년 단위 부과(선납","530만원",5300000,테이블정가,"관리비 5년 단위 부과(선납) 3, 6단 330만원 590만원 2, 7단 290만원 530..."
32,"(재)호정공원(묘지)",유교,봉안당,"납)","410만원",4100000,테이블정가,"납) 3, 6단 330만원 590만원 2, 7단 290만원 530만원 1단 230만원 41..."
33,"(주)광림공원 동산공원묘원(묘지)",유교,-,정보 없음,-,0,-,텍스트 없음
34,"삼척시추모공원 묘지 제1단지",일반/무교,-,정보 없음,-,0,-,텍스트 없음
35,"(재)동산공원묘원",유교,-,정보 없음,-,0,-,텍스트 없음
37,"(재)지평선전북공원묘원(묘지)",일반/무교,-,정보 없음,-,0,-,텍스트 없음
38,"(재)진달래문화재단",유교,-,정보 없음,-,0,-,텍스트 없음
39,"(재)석계공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
40,"영락공원묘원",유교,기타,"ome › 영락공원소개 ›","170만원",1700000,테이블정가,"ome › 영락공원소개 › 영락공원소개 영락공원 안내 위치 : 광주광역시 북구 영락공원로 ..."
40,"영락공원묘원",유교,기타,"공원소개 › 영락공원소개","100만원",1000000,테이블정가,"공원소개 › 영락공원소개 영락공원 안내 위치 : 광주광역시 북구 영락공원로 170(효령동 ..."
40,"영락공원묘원",유교,기타,"개","362만원",3620000,테이블정가,"개 영락공원 안내 위치 : 광주광역시 북구 영락공원로 170(효령동 100-2) 부지 : ..."
40,"영락공원묘원",유교,기타,"광주광역시 북구 영락공원로","214만원",2140000,테이블정가,"광주광역시 북구 영락공원로 170(효령동 100-2) 부지 : 362,060㎡ (1단계 2..."
40,"영락공원묘원",유교,봉안당,"로 170(효령동 100-2","148만원",1480000,테이블정가,"로 170(효령동 100-2) 부지 : 362,060㎡ (1단계 214,060㎡, 2단계 ..."
40,"영락공원묘원",유교,봉안당,"362,060㎡ (1단계 2","830만원",8300000,테이블정가,"362,060㎡ (1단계 214,060㎡, 2단계 148,000㎡) 건물 : 승화원(1,8..."
40,"영락공원묘원",유교,봉안당,"계 214,060㎡, 2단계","539만원",5390000,테이블정가,"계 214,060㎡, 2단계 148,000㎡) 건물 : 승화원(1,830㎡), 관리동(1,..."
40,"영락공원묘원",유교,봉안당,"승화원(1,830㎡), 관리","553만원",5530000,테이블정가,"승화원(1,830㎡), 관리동(1,539㎡), 제1추모관(1,054㎡), 제2추모관(1,5..."
40,"영락공원묘원",유교,기타,"피숍	분향실	화장실	파고라","755만원",7550000,테이블정가,"피숍 분향실 화장실 파고라 흡연실 주차면수 비고 소 계 1 11 14(야외10) 28 1 ..."
40,"영락공원묘원",유교,묘지,"수업무","363만원",3630000,테이블정가,"수업무 · 승화원 운영 및 매장묘지조성 · 봉안안치 및 반출업무 - 매장 및 봉안운영 : ..."
40,"영락공원묘원",유교,기타,"근거","2017만원",20170000,테이블정가,"근거 - 광주광역시 장사 등에 관한 조례 제8조 장사시설 이용현황 (단위 : 건) 구 분 ..."
40,"영락공원묘원",유교,기타,"역시 장사 등에 관한 조례","2018만원",20180000,테이블정가,"역시 장사 등에 관한 조례 제8조 장사시설 이용현황 (단위 : 건) 구 분 2017년까지 ..."
40,"영락공원묘원",유교,기타,"등에 관한 조례 제8조","2019만원",20190000,테이블정가,"등에 관한 조례 제8조 장사시설 이용현황 (단위 : 건) 구 분 2017년까지 2018 2..."
40,"영락공원묘원",유교,기타,"한 조례 제8조","2020만원",20200000,테이블정가,"한 조례 제8조 장사시설 이용현황 (단위 : 건) 구 분 2017년까지 2018 2019 ..."
40,"영락공원묘원",유교,기타,"제8조","2021만원",20210000,테이블정가,"제8조 장사시설 이용현황 (단위 : 건) 구 분 2017년까지 2018 2019 2020 ..."
40,"영락공원묘원",유교,기타,"단위 : 건)","488만원",4880000,테이블정가,"단위 : 건) 구 분 2017년까지 2018 2019 2020 2021.09 매 장 14,..."
40,"영락공원묘원",유교,기타,"건)","276만원",2760000,테이블정가,"건) 구 분 2017년까지 2018 2019 2020 2021.09 매 장 14,488 2..."
40,"영락공원묘원",유교,기타,"구 분	2017년까지	201","163만원",1630000,테이블정가,"구 분 2017년까지 2018 2019 2020 2021.09 매 장 14,488 276 ..."
40,"영락공원묘원",유교,기타,"18	2019	2020	20","135만원",1350000,테이블정가,"18 2019 2020 2021.09 매 장 14,488 276 163 만장 만장 화 장 ..."
40,"영락공원묘원",유교,기타,"019	2020	2021.0","168만원",1680000,테이블정가,"019 2020 2021.09 매 장 14,488 276 163 만장 만장 화 장 135,..."
40,"영락공원묘원",유교,기타,"09","730만원",7300000,테이블정가,"09 매 장 14,488 276 163 만장 만장 화 장 135,168 12,009 11,..."
40,"영락공원묘원",유교,자연장,"14,488	276	163","888만원",8880000,테이블정가,"14,488 276 163 만장 만장 화 장 135,168 12,009 11,730 15,..."
40,"영락공원묘원",유교,자연장,"276	163	만장	만장","624만원",6240000,테이블정가,"276 163 만장 만장 화 장 135,168 12,009 11,730 15,888 8,6..."
40,"영락공원묘원",유교,자연장,"만장","660만원",6600000,테이블정가,"만장 화 장 135,168 12,009 11,730 15,888 8,624 봉 안 38,6..."
40,"영락공원묘원",유교,자연장,"장	135,168	12,00","242만원",2420000,테이블정가,"장 135,168 12,009 11,730 15,888 8,624 봉 안 38,660 3,..."
40,"영락공원묘원",유교,자연장,"168	12,009	11,7","386만원",3860000,테이블정가,"168 12,009 11,730 15,888 8,624 봉 안 38,660 3,242 3,..."
40,"영락공원묘원",유교,자연장,"1,730	15,888	8,","645만원",6450000,테이블정가,"1,730 15,888 8,624 봉 안 38,660 3,242 3,386 3,004 2,..."
40,"영락공원묘원",유교,자연장,"88	8,624","297만원",2970000,테이블정가,"88 8,624 봉 안 38,660 3,242 3,386 3,004 2,645 자연장 3,..."
40,"영락공원묘원",유교,자연장,",624","578만원",5780000,테이블정가,",624 봉 안 38,660 3,242 3,386 3,004 2,645 자연장 3,297 ..."
40,"영락공원묘원",유교,자연장,"봉 안	38,660	3,24","818만원",8180000,테이블정가,"봉 안 38,660 3,242 3,386 3,004 2,645 자연장 3,297 578 8..."
40,"영락공원묘원",유교,자연장,"8,660	3,242	3,3","267만원",2670000,테이블정가,"8,660 3,242 3,386 3,004 2,645 자연장 3,297 578 818 4,..."
40,"영락공원묘원",유교,자연장,"3,242	3,386	3,0","750만원",7500000,테이블정가,"3,242 3,386 3,004 2,645 자연장 3,297 578 818 4,267 1,..."
40,"영락공원묘원",유교,봉안당,". 15 개정》 (단위 :","320만원",3200000,테이블정가,". 15 개정》 (단위 : 원) 구 분 이용 요금 기간 비고 관 내 전 남 타시도 추모관 ..."
40,"영락공원묘원",유교,봉안당,"(단위 : 원)","640만원",6400000,테이블정가,"(단위 : 원) 구 분 이용 요금 기간 비고 관 내 전 남 타시도 추모관 320,000 6..."
40,"영락공원묘원",유교,봉안당,")","940만원",9400000,테이블정가,") 구 분 이용 요금 기간 비고 관 내 전 남 타시도 추모관 320,000 640,000 ..."
40,"영락공원묘원",유교,봉안당,"시도","348만원",3480000,테이블정가,"시도 추모관 320,000 640,000 940,000 15년 45년까지 연장가능 자연장 ..."
40,"영락공원묘원",유교,자연장,"연장가능","110만원",1100000,테이블정가,"연장가능 자연장 348,000 348,000 348,000 45년 연장 불가 매 장 3,1..."
40,"영락공원묘원",유교,기타,"00	이용불가	이용불가	30","555만원",5550000,테이블정가,"00 이용불가 이용불가 30년 현재 만장 15년단위 1회 연장가능 (1회 연장비용 : 1,..."
40,"영락공원묘원",유교,기타,"년	현재 만장","233만원",2330000,테이블정가,"년 현재 만장 15년단위 1회 연장가능 (1회 연장비용 : 1,555,000) 평 장 1,..."
40,"영락공원묘원",유교,기타,"승화원","540만원",5400000,테이블정가,"승화원 (단위 : 원) 구 분 이용 요금 비 고 관 내 전 남 타시도 대 인 90,000 ..."
40,"영락공원묘원",유교,기타,": 원)","900만원",9000000,테이블정가,": 원) 구 분 이용 요금 비 고 관 내 전 남 타시도 대 인 90,000 540,000 ..."
40,"영락공원묘원",유교,기타,"인	90,000	540,00","410만원",4100000,테이블정가,"인 90,000 540,000 900,000 대인 (만 15세 이상) 소 인 60,000 ..."
40,"영락공원묘원",유교,기타,"540,000	900,000","800만원",8000000,테이블정가,"540,000 900,000 대인 (만 15세 이상) 소 인 60,000 410,000 8..."
40,"영락공원묘원",유교,기타,",000	410,000	80","250만원",2500000,테이블정가,",000 410,000 800,000 소인 (15세 미만, 사산아) 개장유골 23,000 ..."
40,"영락공원묘원",유교,기타,",000	800,000	소인","340만원",3400000,테이블정가,",000 800,000 소인 (15세 미만, 사산아) 개장유골 23,000 250,000 ..."
40,"영락공원묘원",유교,봉안당,"관","572만원",5720000,테이블정가,"관 찾아오시는길 광주광역시 북구 영락공원로 170(효령동 100-2) | Fax. 062-..."
40,"영락공원묘원",유교,봉안당,"오시는길","1702만원",17020000,테이블정가,"오시는길 광주광역시 북구 영락공원로 170(효령동 100-2) | Fax. 062-572-..."
40,"영락공원묘원",유교,봉안당,"100-2) | Fax. 0","4384만원",43840000,테이블정가,"100-2) | Fax. 062-572-1702 ｜ Tel. 접수 및 상담 062-572-..."
40,"영락공원묘원",유교,봉안당,") | Fax. 062-57","4385만원",43850000,테이블정가,") | Fax. 062-572-1702 ｜ Tel. 접수 및 상담 062-572-4384~..."
40,"영락공원묘원",유교,묘지,"02 ｜ Tel. 접수 및","4388만원",43880000,테이블정가,"02 ｜ Tel. 접수 및 상담 062-572-4384~4385 제1추모관 062-572-..."
40,"영락공원묘원",유교,묘지,"2-572-4384~4385","4386만원",43860000,테이블정가,"2-572-4384~4385 제1추모관 062-572-4388 ｜제2추모관 062-572-..."
40,"영락공원묘원",유교,묘지,"062-572-4388 ｜제","4387만원",43870000,테이블정가,"062-572-4388 ｜제2추모관 062-572-4386｜승화원(제어실) 062-572-..."
40,"영락공원묘원",유교,묘지,"모관 062-572-4386","266만원",2660000,테이블정가,"모관 062-572-4386｜승화원(제어실) 062-572-4387 ｜망월묘지공원 062-..."
40,"영락공원묘원",유교,묘지,"62-572-4386｜승화원","8170만원",81700000,테이블정가,"62-572-4386｜승화원(제어실) 062-572-4387 ｜망월묘지공원 062-266-..."
40,"영락공원묘원",유교,묘지,"2-572-4387 ｜망월묘","1701만원",17010000,테이블정가,"2-572-4387 ｜망월묘지공원 062-266-8170 ｜ 영락공원사무실 062-572-..."
