넘버,이름,사용료 항목,사용료 내역,요금
266,제천시영원한쉼터봉안당 납골당,부부(관외),"충북도 관외/사용료:80만원,관리비:12만원","920,000 원"
267,관음사추모관 납골당,1층개인1단~8단 사용기간 영구,100만원 ~ 250만원,"1,000,000 원"
267,관음사추모관 납골당,1층부부1단~8단 사용기간 영구,200만원 ~ 500만원,"2,000,000 원"
267,관음사추모관 납골당,2층 부처님전(개인) 1단 ~ 9단 사용기간 영구,130만원 ~ 350만원,"1,300,000 원"
267,관음사추모관 납골당,2층 부처님전(부부) 1단 ~ 9단 사용기간 영구,260만원 ~ 700만원,"2,600,000 원"
267,관음사추모관 납골당,"관리비 10년, 15년, 40년, 영구",관리자에게 문의 하세요,"1,500,000 원"
267,관음사추모관 납골당,제사대행(관음사),관리자에게 문의 하세요,0
268,오산시립쉼터공원 납골당,"납골당사용료, 관리비",개인단/15년간 기준-관내,"500,000 원"
268,오산시립쉼터공원 납골당,"납골당사용료, 관리비",개인단/15년간 기준-관외,"750,000 원"
268,오산시립쉼터공원 납골당,"납골당사용료, 관리비",부부단/15년간 기준-관내,"700,000 원"
268,오산시립쉼터공원 납골당,"납골당사용료, 관리비",부부단/15년간 기준-관외,"1,050,000 원"
268,오산시립쉼터공원 납골당,"납골당사용료, 관리비","개인단/15년간 기준-기초생활수급자, 국가유공자",0
268,오산시립쉼터공원 납골당,"납골당사용료, 관리비","부부단/15년간 기준-기초생활수급자,국가유공자",0
269,(부활의집)광주구천주교공원묘원 납골당,2-7단,사용기간 30년,"2,000,000 원"
269,(부활의집)광주구천주교공원묘원 납골당,1단,사용기간 30년,"1,500,000 원"
269,(부활의집)광주구천주교공원묘원 납골당,1단,사용기간 30년,"5,000,000 원"
269,(부활의집)광주구천주교공원묘원 납골당,"2단, 7단",사용기간 30년,"6,000,000 원"
269,(부활의집)광주구천주교공원묘원 납골당,3단~6단,사용기간 30년,"7,000,000 원"
270,서대문구추모의집 납골당,개인단-일반주민,최초 15년,"200,000 원"
270,서대문구추모의집 납골당,개인단-일반주민,연장 5년,"100,000 원"
270,서대문구추모의집 납골당,부부단-일반주민,개인단의 2배(연장시 동일),"400,000 원"
270,서대문구추모의집 납골당,"기초생활수급자, 국가유공자",일반주민의 50% 경감(연장시 동일),"100,000 원"
270,서대문구추모의집 납골당,관리비,5년단위 선납징수,"150,000 원"
271,삼척시 추모공원 봉안당 납골당,30년 사용료.관리비,삼척시 직영,"336,000 원"
271,삼척시 추모공원 봉안당 납골당,30년 사용료.관리비,삼척시 직영,"592,000 원"
271,삼척시 추모공원 봉안당 납골당,무연고5년 사용료.관리비,삼척시 직영,"168,000 원"
271,삼척시 추모공원 봉안당 납골당,30년 사용료.관리비,국가유공자60년면제.수급자1회면제,0
271,삼척시 추모공원 봉안당 납골당,30년 사용료.관리비,국가유공자60년면제.수급자1회면제,0
272,용인 평온의 숲(평온마루) 납골당,사용료(관내),개인단,"300,000 원"
272,용인 평온의 숲(평온마루) 납골당,관리비(관내),개인단,"150,000 원"
272,용인 평온의 숲(평온마루) 납골당,사용료(관외),개인단,"1,000,000 원"
272,용인 평온의 숲(평온마루) 납골당,관리비(관외),개인단,"300,000 원"
272,용인 평온의 숲(평온마루) 납골당,사용료(관내),부부단,"500,000 원"
273,사천시 누리원(봉안시설) 납골당,개인단(관내),봉안기간 15년,"200,000 원"
273,사천시 누리원(봉안시설) 납골당,개인단(관내),봉안기간 10년,"140,000 원"
273,사천시 누리원(봉안시설) 납골당,부부단(관내),봉안기간 15년,"400,000 원"
273,사천시 누리원(봉안시설) 납골당,개인단(관외),봉안기간 15년,"1,000,000 원"
273,사천시 누리원(봉안시설) 납골당,부부단(관외),봉안기간 15년,"2,000,000 원"
274,창원시립상복공원 봉안당 납골당,유연유골(관내),1구/15년,"170,000 원"
274,창원시립상복공원 봉안당 납골당,유연유골(관외),1구/15년,"1,000,000 원"
274,창원시립상복공원 봉안당 납골당,무연유골(관내),1구/5년,"45,000 원"
274,창원시립상복공원 봉안당 납골당,무연분묘(관내),1구/10년,"90,000 원"
275,삼성개발공원묘원(봉안) 납골당,토지사용료,평방미터,"697,000 원"
275,삼성개발공원묘원(봉안) 납골당,관리비,평방미터,"9,091 원"
276,자하연 포천(봉안) 납골당,9.9㎡,2기탑형,"6,500,000 원"
276,자하연 포천(봉안) 납골당,13.2㎡,4기탑형,"7,500,000 원"
276,자하연 포천(봉안) 납골당,23.1㎡,12기탑형,"13,500,000 원"
276,자하연 포천(봉안) 납골당,16.5㎡,8기탑형,"10,500,000 원"
277,공주나래원봉안당 납골당,일반(관내),"1위, 30년","1,000,000 원"
277,공주나래원봉안당 납골당,일반(관외),"1위, 30년","2,000,000 원"
277,공주나래원봉안당 납골당,부부(관내),"2위, 30년","2,000,000 원"
277,공주나래원봉안당 납골당,부부(관외),"2위, 30년","4,000,000 원"
277,공주나래원봉안당 납골당,무연유골,"1위, 5년","50,000 원"
278,새로나추모관 납골당,1단~9단(사용료),150만원~550만원 자세한 사항 062-531-4444문의,0
278,새로나추모관 납골당,개인단 관리비,"5년 : 20만원,10년 40만원,15년 60만원",0
278,새로나추모관 납골당,부부단 관리비,"5년 : 35만원,10년 70만원,15년 105만원",0
278,새로나추모관 납골당,개인단 특별실 관리,"5년 : 27만5천원,10년 55만원,15년 82만5천원",0
278,새로나추모관 납골당,부부단 특별실 관리비,"5년 : 50만원,10년 100만원,15년 150만원",0
279,광명메모리얼파크 납골당,개인단(관내),"1회 15년, 2회 연장가능(총45년)","500,000 원"
279,광명메모리얼파크 납골당,개인단(관외),"1회 15년, 2회 연장가능(총45년)","1,500,000 원"
279,광명메모리얼파크 납골당,부부단(관내),"1회 15년, 2회 연장가능(총45년)","750,000 원"
279,광명메모리얼파크 납골당,부부단(관외),"1회 15년, 2회 연장가능(총45년)","2,000,000 원"
279,광명메모리얼파크 납골당,무연고,1회 10년,0
280,울산하늘공원(봉안시설) 납골당,추모의 집(봉안당) 이용료,개인단 1구당- 관내(15년),"330,000 원"
280,울산하늘공원(봉안시설) 납골당,추모의 집(봉안당) 연장 이용료,개인단 1구당- 관내(5년),"110,000 원"
280,울산하늘공원(봉안시설) 납골당,추모의 집(봉안당) 이용료,부부단 1구당- 관내(15년),"330,000 원"
280,울산하늘공원(봉안시설) 납골당,추모의 집(봉안당) 연장 이용료,부부단 1구당- 관내(5년),"110,000 원"
281,하늘공원추모관 납골당,개인단 사용료,1단~7단(240만원~310만원),"2,400,000 원"
281,하늘공원추모관 납골당,개인단 관리비,3년:10만5천원 / 5년:17만5천원 / 10년:35만원 / 영구 105만원,"105,000 원"
281,하늘공원추모관 납골당,부부단 사용료,1단~7단(480만원~620만원),"4,800,000 원"
281,하늘공원추모관 납골당,부부단 관리비,3년:18만원 / 5년:30만원 / 10년:60만원 / 영구 180만원,"180,000 원"
282,용광사 납골당,개인단(사용료),사용료 30만원~100만원,"300,000 원"
282,용광사 납골당,부부단(사용료),사용료 1구당 300만원,"3,000,000 원"
282,용광사 납골당,개인단(관리비),"관리비 : 25,000/년간","25,000 원"
282,용광사 납골당,부부단(관리비),"관리비 : 25,000/년간","25,000 원"
283,하늘원추모관 납골당,개인단(영구),개인단 영구: 180~450만원 관리비 : 90만원,"2,700,000 원"
283,하늘원추모관 납골당,개인단(15년),개인단 15년: 130~320만원 관리비 :45만원,"1,750,000 원"
283,하늘원추모관 납골당,부부단(영구),부부단 영구: 350~800만원 관리비 : 120만원,"4,700,000 원"
283,하늘원추모관 납골당,부부단(15년),부부단 15년: 250~560만원 관리비 :75만원,"3,250,000 원"
284,노들하늘공원 납골당,봉안시설 사용료,15년(최초),"200,000 원"
284,노들하늘공원 납골당,봉안시설 사용료,"5년(연장, 3회가능)","70,000 원"
285,서산시 희망공원(봉안시설) 납골당,사용료(유연유골),최초신청시 15년 계약기간,"30,000 원"
285,서산시 희망공원(봉안시설) 납골당,관리비(유연유골),최초신청시 15년 계약기간,"20,000 원"
285,서산시 희망공원(봉안시설) 납골당,사용료(무연유골),최초신청시 15년 계약기간,"30,000 원"
285,서산시 희망공원(봉안시설) 납골당,관리비(무연유골),최초신청시 15년 계약기간,"10,000 원"
286,법지사 납골당,개인단(사용료),사용료 10만원~30만원,"100,000 원"
286,법지사 납골당,부부단(사용료),사용료 250만원,"2,500,000 원"
286,법지사 납골당,개인단(관리비),"관리비:25,000원/년간","25,000 원"
286,법지사 납골당,부부단(관리비),"관리비:25,000원/년간","25,000 원"
287,장례문화사업소 하늘누리 제1추모원 납골당,관내거주자,성남시민으로 주민등록상 6개월 초과 거주자,"100,000 원"
287,장례문화사업소 하늘누리 제1추모원 납골당,관외거주자,연고자가 성남에 주민등록상 6개월 초과 거주자,"1,000,000 원"
287,장례문화사업소 하늘누리 제1추모원 납골당,기초생활수급자,관내거주자 중,"100,000 원"
287,장례문화사업소 하늘누리 제1추모원 납골당,국가유공자,관내거주자 중,"100,000 원"
288,정각사봉안당 납골당,특별실,,"15,000,000 원"
288,정각사봉안당 납골당,특별실,,"10,000,000 원"
288,정각사봉안당 납골당,일반실,,"7,000,000 원"
288,정각사봉안당 납골당,일반실,,"3,000,000 원"
289,이천시립추모의집(봉안) 납골당,개인(관내자),관리비포함/3회 연장가능(1회 연장 시 마다 사용료 납부),"350,000 원"
289,이천시립추모의집(봉안) 납골당,개인(관외자),현재 이천시에 주소를 두고 6개월 이상 거주한 연고자(배우자 또는 직계존비속)의 망인이 사용하는 경우,"525,000 원"
289,이천시립추모의집(봉안) 납골당,부부(관내자),관리비포함/3회 연장가능(1회 연장 시 마다 사용료 납부),"600,000 원"
289,이천시립추모의집(봉안) 납골당,부부(관외자),현재 이천시에 주소를 두고 6개월 이상 거주한 연고자(배우자 또는 직계존비속)의 망인이 사용하는 경우,"900,000 원"
290,평화원 납골당,유연 (기초 15년),봉안비,"550,000 원"
290,평화원 납골당,유연 (기초 15년),관리비(년),"30,000 원"
290,평화원 납골당,무연 (기초 10년),봉안비(화장),"100,000 원"
290,평화원 납골당,무연 (기초 10년),봉안비(유골),"130,000 원"
291,여수시제1봉안당 납골당,사용료 및 관리비,최초 15년(관내),"120,000 원"
291,여수시제1봉안당 납골당,사용료 및 관리비,최초 15년(관내),"240,000 원"
291,여수시제1봉안당 납골당,사용료 및 관리비,최초 15년(관내) 국가유공자 및 수급자,"60,000 원"
291,여수시제1봉안당 납골당,사용료 및 관리비,최초 15년(특례),"500,000 원"
292,고성군추모의집 납골당,사용료및관리비,최초신청시15년(관내개인),"280,000 원"
292,고성군추모의집 납골당,사용료및관리비,최초신청시15년(관외개인),"440,000 원"
292,고성군추모의집 납골당,사용료및관리비,최초신청시15년(관내합장),"520,000 원"
292,고성군추모의집 납골당,사용료및관리비,최초신청시15년(관외합장),"840,000 원"
293,장례문화사업소 하늘누리 제2추모원 납골당,관내,성남시에 주민등록상 6개월 초과 거주자,"100,000 원"
293,장례문화사업소 하늘누리 제2추모원 납골당,관외,연고자가 성남에 주민등록상 6개월 초과 거주자,"1,000,000 원"
293,장례문화사업소 하늘누리 제2추모원 납골당,기초생활수급자,관내거주자 중,"100,000 원"
293,장례문화사업소 하늘누리 제2추모원 납골당,국가유공자,관내거주자 중,"100,000 원"
294,경주하늘마루봉안당 납골당,사용료 및 관리비,개인단(1구/15년)_관내,"650,000 원"
294,경주하늘마루봉안당 납골당,사용료 및 관리비,개인단(1구/15년)_관외,"1,350,000 원"
294,경주하늘마루봉안당 납골당,사용료 및 관리비,부부단(2구/15년)_관내,"1,100,000 원"
294,경주하늘마루봉안당 납골당,사용료 및 관리비,부부단(2구/15년)_관외,"2,200,000 원"
295,의왕하늘쉼터(봉안담) 납골당,봉안담 사용료 및 관리비,"관내자격(의왕, 과천)","700,000 원"
295,의왕하늘쉼터(봉안담) 납골당,봉안담 사용료 및 관리비,"관내자격(의왕, 과천)","1,300,000 원"
295,의왕하늘쉼터(봉안담) 납골당,봉안담 사용료 및 관리비,"인접시(안양, 군포)","2,500,000 원"
295,의왕하늘쉼터(봉안담) 납골당,봉안담 사용료 및 관리비,"인접시(안양, 군포)","4,800,000 원"
296,하늘공원(부곡동공설공원묘지) 납골당,봉안 개인단(관내),유골1구,"367,000 원"
296,하늘공원(부곡동공설공원묘지) 납골당,봉안 부부단(관내),유골2구,"555,500 원"
296,하늘공원(부곡동공설공원묘지) 납골당,봉안 개인단(관외),유골1구,"734,000 원"
296,하늘공원(부곡동공설공원묘지) 납골당,봉안 부부단(관외),유골2구,"1,111,000 원"
297,울진군립추모원(봉안시설) 납골당,개인단(관내자),"1기,최초 30년,1회 연장가능","600,000 원"
297,울진군립추모원(봉안시설) 납골당,개인단(관외자),"1기,최초 30년,1회 연장가능","1,600,000 원"
297,울진군립추모원(봉안시설) 납골당,부부단(관내자),"2기,최초 30년,1회 연장가능","1,000,000 원"
297,울진군립추모원(봉안시설) 납골당,부부단(관외자),"2기,최초 30년,1회 연장가능","2,600,000 원"
298,전주효자공원봉안당 납골당,봉안 사용료,개인단,"225,000 원"
298,전주효자공원봉안당 납골당,봉안 사용료,부부단(배우자의 안치장소 예매불가),"450,000 원"
298,전주효자공원봉안당 납골당,봉안 사용료,"공설,공동묘지 개장유골 최초 15년 50% 감면","112,500 원"
298,전주효자공원봉안당 납골당,봉안 사용료,공설묘지 미사용 반환자 최초 15년 면제,0
299,동대문구추모의집 납골당,사용료,개인단(최초15년기준),"200,000 원"
299,동대문구추모의집 납골당,사용료,부부단(최초15년기준),"400,000 원"
299,동대문구추모의집 납골당,관리비,개인단(최초 15년기준),"450,000 원"
299,동대문구추모의집 납골당,관리비,부부단(최초 15년기준),"900,000 원"
300,완도군추모공원봉안당 납골당,사용료(관외),15년,"80,000 원"
300,완도군추모공원봉안당 납골당,사용료(관내),15년,"40,000 원"
300,완도군추모공원봉안당 납골당,관리비(관내),15년,"30,000 원"
300,완도군추모공원봉안당 납골당,관리비(관외),15년,"30,000 원"
301,나주납골당 납골당,단기(15년),"관리비 미포함(1년30,000원)","1,000,000 원"
301,나주납골당 납골당,영구,"관리비 미포함(1년30,000원)","3,000,000 원"
301,나주납골당 납골당,단기(15년),"관리비 미포함(1년30,000원)","2,000,000 원"
301,나주납골당 납골당,영구,"관리비 미포함(1년30,000원)","6,000,000 원"
302,무지개 뜨는 언덕 납골당,개인단(관내),"사용료:30만원,관리비:20만원(사용기간 15년,5년단위 연장)","500,000 원"
302,무지개 뜨는 언덕 납골당,개인단(관외),"사용료:60만원,관리비:40만원(사용기간 15년,5년단위 연장)","1,000,000 원"
302,무지개 뜨는 언덕 납골당,부부단(관내),"사용료:60만원,관리비:30만원(사용기간 15년,5년단위 연장)","900,000 원"
302,무지개 뜨는 언덕 납골당,부부단(관외),"사용료:120만원,관리비:60만원(사용기간 15년,5년단위 연장)","1,800,000 원"
303,미타불교원 납골당,1층 개인단,"1단~8단(300만원~800만원) 5년 관리비 25만원,영구 관리비 150만원","3,250,000 원"
303,미타불교원 납골당,1층 부부단,"1단~8단(600만원~1600만원) 5년 관리비 50만원, 영구관리비 300만원","6,500,000 원"
303,미타불교원 납골당,2층 개인단,"1단~12단(200만원~550만원) 5년 관리비 25만원,영구 관리비 150만원","2,250,000 원"
303,미타불교원 납골당,2층 부부단,"1단~12단(400만원~1100만원) 5년 관리비 50만원,영구 관리비 300만원","4,500,000 원"
304,김포시추모공원(봉안담) 납골당,개인단(관내),"사용료:20만원,관리비:15만원","350,000 원"
304,김포시추모공원(봉안담) 납골당,부부단(관내),"사용료:35만원,관리비:25만원","600,000 원"
304,김포시추모공원(봉안담) 납골당,개인단(관외),"사용료:40만원,관리비:30만원","700,000 원"
304,김포시추모공원(봉안담) 납골당,부부단(관외),"사용료:70만원,관리비:50만원","1,200,000 원"
305,경신하늘뜰공원봉안당 납골당,개인단(관내),사용기간:15년 1회 연장가능,"500,000 원"
305,경신하늘뜰공원봉안당 납골당,개인단(관외),사용기간:15년 1회 연장가능,"1,000,000 원"
305,경신하늘뜰공원봉안당 납골당,부부단(관내),사용기간:15년 1회 연장가능,"500,000 원"
305,경신하늘뜰공원봉안당 납골당,부부단(관외),사용기간:15년 1회 연장가능,"1,000,000 원"
306,태백시납골당 납골당,추모관,개인단(관내) :사용료(15년기준),"113,000 원"
306,태백시납골당 납골당,추모관,개인단(관외):사용료(15년기준),"600,000 원"
306,태백시납골당 납골당,추모관,부부단(관내):사용료(15년기준),"500,000 원"
306,태백시납골당 납골당,추모관,부부단(관외):사용료(15년기준),"1,000,000 원"
307,논산시양지추모원 납골당,일반사용자 사용요금,10년1회납부(논산시 거주자),"200,000 원"
307,논산시양지추모원 납골당,국민기초생활보장수급자 사용요금,10년1회납부(논산시 거주자),"50,000 원"
307,논산시양지추모원 납골당,국가유공자(배우자포함) 사용요금,10년1회납부(논산시 거주자),"50,000 원"
307,논산시양지추모원 납골당,장기기증자 사용요금,10년1회납부(논산시 거주자),"50,000 원"
308,화성시추모공원(비봉) 납골당,실외평장형봉안묘(개인-관내),관외 100%가산,"650,000 원"
308,화성시추모공원(비봉) 납골당,실외평장형봉안묘(부부단-관내),관외 100%가산,"975,000 원"
308,화성시추모공원(비봉) 납골당,실내봉안당(개인-관내),관외 100%가산,"500,000 원"
308,화성시추모공원(비봉) 납골당,실내봉안당(부부단-관내),관외 100%가산,"750,000 원"
309,무주추모의집(봉안) 납골당,추모의 집 사용료(관내),최초 15년,"150,000 원"
309,무주추모의집(봉안) 납골당,추모의 집 사용료(관외),최초 15년,"400,000 원"
309,무주추모의집(봉안) 납골당,사용료,관내,"150,000 원"
309,무주추모의집(봉안) 납골당,사용료,관외,"400,000 원"
310,덕원사봉안당 납골당,없음,없음,없음
311,고성군공설봉안당 납골당,사용료,최초신청시15년(관내),"100,000 원"
311,고성군공설봉안당 납골당,사용료,최초신청시15년(관외) 본적이 고성에 한하여 봉안 가능,"300,000 원"
311,고성군공설봉안당 납골당,사용료,수급자,0
312,대한불교태화종약사사하늘재추모원 납골당,개인단 영구안치 1단,,"1,700,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,개인단 영구안치 2단,,"2,000,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,개인단 영구안치 3단,,"2,500,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,개인단 영구안치 4단,,"2,800,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,개인단 영구안치 5단,,"2,800,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,개인단 영구안치 6단,,"2,800,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,개인단 영구안치 7단,,"2,500,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,개인단 영구안치 8단,,"2,500,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,개인단 영구안치 9단,,"2,000,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,개인단 영구안치 10단,,"1,500,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,관리비 개인 5년 (3만원 * 5년),,"150,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,부부단 영구안치 1단,,"3,400,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,부부단 영구안치 2단,,"4,000,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,부부단 영구안치 3단,,"5,000,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,부부단 영구안치 4단,,"5,600,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,부부단 영구안치 5단,,"5,600,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,부부단 영구안치 6단,,"5,600,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,부부단 영구안치 7단,,"5,000,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,부부단 영구안치 8단,,"5,000,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,부부단 영구안치 9단,,"4,000,000 원"
312,대한불교태화종약사사하늘재추모원 납골당,부부단 영구안치 10단,,"3,000,000 원"
313,자하연분당 납골당,2기 탑형,"사용료(378만원,관리비(5년,18만원)포함)+석물비(494만5천원)","8,725,000 원"
313,자하연분당 납골당,4기 탑형,"사용료(472만5천원,관리비(5년,22만5천원)포함)+석물비(577만5천원)","10,500,000 원"
313,자하연분당 납골당,개인단,사용료+5년관리비+석물료,"2,000,000 원"
314,대한불교조계종신흥사 납골당,봉안당(일반)영구,1단,"3,500,000 원"
314,대한불교조계종신흥사 납골당,봉안당(일반) 30년,1단,"2,000,000 원"
314,대한불교조계종신흥사 납골당,관리비,1년,"60,000 원"
315,광주영락공원1봉안당 납골당,관내,"사용료:28만원, 관리비:4만원 (15년단위,최장 45년 사용) / 관내기준 : 사망일 30일전 광주광역시에 주소를 두고 거주한 자","320,000 원"
315,광주영락공원1봉안당 납골당,전라남도,"사용료:60만원 , 관리비:4만원 (15년 단위, 최장 45년 사용)","640,000 원"
315,광주영락공원1봉안당 납골당,관외,"사용료:90만원, 관리비:4만원 (15년 단위, 최장 45년 사용)","940,000 원"
316,거제시추모의집 납골당,추모의집 사용료(유연유골),"관내거주자,15년,최초계약","300,000 원"
316,거제시추모의집 납골당,추모의집 사용료(유연유골),"관외거주자(거제에연고있는자),15년,최조계약","1,000,000 원"
316,거제시추모의집 납골당,추모의집 사용료(무연유골),"관내거주자,10년","200,000 원"
317,크리스찬메모리얼파크 납골당,실내,200만원~부터,"2,000,000 원"
317,크리스찬메모리얼파크 납골당,실외,150만원~부터,"1,500,000 원"
317,크리스찬메모리얼파크 납골당,실내,300만원~부터,"3,000,000 원"
318,존제산 일월사 설법전 납골당,사용료,개인단,"5,000,000 원"
318,존제산 일월사 설법전 납골당,관리비,개인단 (영구),"500,000 원"
319,서귀포추모공원 납골당,사용료,최초신청 시 15년(도내),"50,000 원"
319,서귀포추모공원 납골당,사용료,최초신청 시 15년(도외),"100,000 원"
319,서귀포추모공원 납골당,사용료,"국가유공자, 기초생활수급자(전액감면)",0
320,여수시제2봉안당 납골당,봉안당(일반시민),1년이상 여수시에 거주하 신 분,"120,000 원"
320,여수시제2봉안당 납골당,봉안당(특례자),고인분께서 여수시에 자녀나 손자가 있으신 경우 해당,"500,000 원"
320,여수시제2봉안당 납골당,봉안당(50%감면대상자),"여수시에 주소를둔 기초생활수급자,국가유공자,구호대상자","60,000 원"
321,순천시립추모공원 1봉안당 납골당,개인,관내(15년 3회 연장 가능),"180,000 원"
321,순천시립추모공원 1봉안당 납골당,개인,관외(15년 3회 연장 가능),"600,000 원"
321,순천시립추모공원 1봉안당 납골당,"국가유공자, 국민기초생활수급자",면제(연장시 사용료 납부),0
322,창원공원묘원(봉안) 납골당,실내봉안당,일반단 1단~8단/250~600만원/1년 관리비 4만원,"2,540,000 원"
322,창원공원묘원(봉안) 납골당,실내봉안당,고급단 1단~8단/400~1100만원/1년 관리비 6만원,"4,060,000 원"
322,창원공원묘원(봉안) 납골당,실내봉안당,"특별단 1단~7단/900~1,700만원/1년 관리비 7만원","9,070,000 원"
323,천주사 영탑공원 납골당,유해납골 1기,,"2,500,000 원"
323,천주사 영탑공원 납골당,유골함 1기,,"270,000 원"
323,천주사 영탑공원 납골당,관리비,1년,"50,000 원"
324,청양군 추모공원(봉안당) 납골당,사용료,최초신청시 30년 사용료,"100,000 원"
324,청양군 추모공원(봉안당) 납골당,관리비,최초신청시 30년 관리비,"100,000 원"
324,청양군 추모공원(봉안당) 납골당,사용료및관리비,"유공자, 수급자 전액감면",0
325,인천가족공원 별빛당 납골당,사용료(관내),1구/30년,"950,000 원"
325,인천가족공원 별빛당 납골당,관리료(관내),1구/30년,"300,000 원"
326,크리스찬골드파크추모관 납골당,개인단,"1단~9단(사용료:330만원,관리비:5년 25만원)","3,550,000 원"
326,크리스찬골드파크추모관 납골당,부부단,"1단~9단(사용료:660만원,관리비:5년 25만원)","6,250,000 원"
327,용학사 납골당,개인단,가로 27Cm X 세로 27Cm,"2,500,000 원"
327,용학사 납골당,부부단,가로 57Cm X 세로 27Cm,"4,500,000 원"
328,인천가족공원 만월당 납골당,사용료(관내),1구/10년,"250,000 원"
328,인천가족공원 만월당 납골당,관리료(관내),1구/10년,"100,000 원"
329,동해시매화당 납골당,사용료 및 관리비(봉안당),관내 15년(단장),"190,000 원"
329,동해시매화당 납골당,사용료 및 관리비(봉안당),관내 15년(합장),"380,000 원"
330,청주시목련원목련당 납골당,봉안당(개인단),최초15년(관내),"300,000 원"
330,청주시목련원목련당 납골당,봉안당(부부단),최초15년(관내),"500,000 원"
331,청주백화추모관 납골당,개인단,1단~9단(180~450만원) / 60년(영구),"1,800,000 원"
331,청주백화추모관 납골당,부부단,1단~8단(360~900만원) / 60년(영구),"3,600,000 원"
332,춘천안식공원(안식의집) 납골당,개인,"사용료(24만원)+관리비(46,800원)+위패비(1만원)","311,800 원"
332,춘천안식공원(안식의집) 납골당,부부,"사용료(48만원)+관리비(84,200원)+위패비(1만원/1위당)","614,200 원"
333,휴마루 납골당,개인단,"최초 15년 사용, 2회 연장 가능","500,000 원"
333,휴마루 납골당,부부단,"최초 15년 사용, 2회 연장 가능","1,000,000 원"
334,천주교평화의문 납골당,"일반구역(A,B,C)",1단~9단(300만원~500만원),"3,000,000 원"
334,천주교평화의문 납골당,"제대구역(D,F)",1단~9단(400만원~700만원),"4,000,000 원"
335,자하연 팔당(봉안) 납골당,탑형(2기),"사용료(393만7천5백원,관리비(5년,18만7천5백원)포함)+석물비(455만7천5백원)","8,495,000 원"
335,자하연 팔당(봉안) 납골당,탑형(4기),"사용료(472만5천원,관리비(5년,22만5천원)포함)+석물비(517만원)","9,895,000 원"
337,춘천안식공원(봉안묘) 납골당,12기형 가족봉안묘,"사용료(1,890,000원)+관리비(1,124,260원)+석물비(6,500,000원)","9,514,260 원"
337,춘천안식공원(봉안묘) 납골당,6기형 가족봉안묘,"사용료(770,000원)+관리비(458,000원)+석물비(3,900,000원)","5,128,000 원"
338,탑동추모공원 납골당,개인단,"영구 사용료:300만원 ,관리비 5년:20만원","3,200,000 원"
338,탑동추모공원 납골당,부부단,"영구 사용료:600만원, 관리비 5년:40만원","6,400,000 원"
339,인천가족공원 금마총 납골당,사용료(관내),1구/10년,"250,000 원"
339,인천가족공원 금마총 납골당,관리료(관내),1구/30년,"100,000 원"
340,오룡군립묘원(봉안) 납골당,사용료 및 관리비,최초 안치 15년 기준(관내),"200,000 원"
340,오룡군립묘원(봉안) 납골당,사용료 및 관리비,최초 안치 15년 기준(관외),"920,000 원"
341,갑향군립묘원(봉안) 납골당,사용료 및 관리비,최초 안치 15년 기준(관내),"200,000 원"
341,갑향군립묘원(봉안) 납골당,사용료 및 관리비,최초 안치 15년 기준(관외),"920,000 원"
342,대한불교선각종정향사 납골당,기간안치(10년),,"600,000 원"
342,대한불교선각종정향사 납골당,영구안치,,"2,000,000 원"
343,인천가족공원 추모의집 납골당,사용료(관내),1구/10년,"250,000 원"
343,인천가족공원 추모의집 납골당,관리료(관내),1구/10년,"100,000 원"
344,울릉군 추모공원 납골당,관내,15년 이용가능 2회 연장가능,"130,000 원"
344,울릉군 추모공원 납골당,관외,15년 이용가능 2회 연장가능,"260,000 원"
345,본향원(산청군공설묘지) 납골당,관내 사용료 및 관리비,"15년 이용. 2회 연장 가능. 산청군 관내 주민(1년이상). 사용료 100,000원, 관리비 75,000원","175,000 원"
345,본향원(산청군공설묘지) 납골당,관외 사용료 및 관리비,"15년 이용. 2회 연장 가능. 관외는 사용상 지장이 없는 범위내 가능. 사용료 600,000원, 관리비 75,000원","675,000 원"
346,장미원 납골당,사용료 및 관리비,관내 15년,"200,000 원"
346,장미원 납골당,사용료 및 관리비,수급자,0
347,합천추모공원 봉안당 납골당,개인단(1단~8단),사용료:150만원~550만원/관리비:5만원(1년)이며 5년치(25만원) 선납,"1,750,000 원"
