ID,시설명,기관,분류 1,분류 2,분류 3,항목명 1(대표),항목명 2(상세),비고/설명,가격
"1","(재)낙원추모공원","공설","기타","","","130만원","상석 .7 세트걸방석 330,000원 포함1,300,000","상석 2.7 세트걸방석 330,000원 포함1,300,000",1300000
"1","(재)낙원추모공원","공설","기타","","","130만원","와비 .5자(오석)1,300,000","와비 2.5자(오석)1,300,000",1300000
"1","(재)낙원추모공원","공설","봉안당","","","봉안당 132만원","유골함(봉안당전용)규격 (.5 * 15.5)1,320,000","유골함(봉안당전용)규격 (21.5 * 15.5)1,320,000",1320000
"1","(재)낙원추모공원","공설","기타","","","140만원","석곽 / 석관","석곽 / 석관1,400,000",1400000
"1","(재)낙원추모공원","공설","기타","","","150만원","비석 .5자 (오석)1,500,000","비석 3.5자 (오석)1,500,000",1500000
"1","(재)낙원추모공원","공설","매장묘","","","","매장작업비유골함일 경우 1,500,000","매장작업비유골함일 경우 1,000,000원1,500,000",1500000
"1","(재)낙원추모공원","공설","기타","","","","가봉분 작업비 A일반봉분","가봉분 작업비 A일반봉분1,500,000",1500000
"1","(재)낙원추모공원","공설","기타","","","150만원","단형봉분(15전묘테) 추가1,500,000","1단형봉분(15전묘테) 추가1,500,000",1500000
"1","(재)낙원추모공원","공설","기타","","","150만원","단형봉분(30전묘테) 추가1,500,000","1단형봉분(30전묘테) 추가1,500,000",1500000
"1","(재)낙원추모공원","공설","기타","","","150만원","판석","판석1,500,000",1500000
"1","(재)낙원추모공원","공설","기타","","","","가봉분 작업비 B앞면조각봉분 이상","가봉분 작업비 B앞면조각봉분 이상1,800,000",1800000
"1","(재)낙원추모공원","공설","기타","","","180만원","리모델링 추가설치(담장석)1,800,000","리모델링, 추가설치(담장석)1,800,000",1800000
"1","(재)낙원추모공원","공설","기타","","","(3평) 180만원","석봉분(/3평형/자바라형)1,800,000","석봉분(2/3평형/자바라형)1,800,000",1800000
"1","(재)낙원추모공원","공설","기타","","","","가봉분 작업비 C원형봉분","가봉분 작업비 C원형봉분2,000,000",2000000
"1","(재)낙원추모공원","공설","기타","","","200만원","석등","석등2,000,000",2000000
"1","(재)낙원추모공원","공설","기타","개인단","","","리모델링 작업비(인)2,700,000","리모델링 작업비(1인)2,700,000",2700000
"1","(재)낙원추모공원","공설","기타","","","(3평) 300만원","단형봉분(2,3평기초) 1기 추가3,000,000","2단형봉분(2,3평기초) 1기 추가3,000,000",3000000
"1","(재)낙원추모공원","공설","기타","","","350만원","다알리아(단품)","다알리아(단품)3,500,000",3500000
"1","(재)낙원추모공원","공설","기타","","","350만원","클로버(단품)","클로버(단품)3,500,000",3500000
"1","(재)낙원추모공원","공설","기타","","","410만원","아이리스(단품) - 대 소4,100,000","아이리스(단품) - 대, 소4,100,000",4100000
"1","(재)낙원추모공원","공설","기타","","","","리모델링 작업비(인)4,200,000","리모델링 작업비(2인)4,200,000",4200000
"1","(재)낙원추모공원","공설","기타","","","(3평) 450만원","단형봉분(2,3평기초) 1기 추가4,500,000","3단형봉분(2,3평기초) 1기 추가4,500,000",4500000
"1","(재)낙원추모공원","공설","기타","","","510만원","플라타너스(단품)","플라타너스(단품)5,100,000",5100000
"1","(재)낙원추모공원","공설","기타","","","(3평) 600만원","단형봉분(3평기초판석) 1기 추가6,000,000","4단형봉분(3평기초판석) 1기 추가6,000,000",6000000
"1","(재)낙원추모공원","공설","기타","","","700만원","앞면조각봉분A(단형) 1기 추가7,000,000","앞면조각봉분A(3단형) 1기 추가7,000,000",7000000
"1","(재)낙원추모공원","공설","기타","","","800만원","앞면조각봉분B(단형) 1기 추가8,000,000","앞면조각봉분B(4단형) 1기 추가8,000,000",8000000
"1","(재)낙원추모공원","공설","자연장","부부단","","자연장 850만원","부부 수목형 평장묘 부터 ~8,500,000","부부 수목형 평장묘8,500,000원 부터 ~8,500,000",8500000
"1","(재)낙원추모공원","공설","자연장","","","자연장 950만원","정원형 평장위(추)9,500,000","정원형 평장2위(추)9,500,000",9500000
"1","(재)낙원추모공원","공설","기타","","","1100만원","앞면조각봉분C(단형) 1기 추가11,000,000","앞면조각봉분C(3단형) 1기 추가11,000,000",11000000
"1","(재)낙원추모공원","공설","기타","","","1190만원","청여 (2~4위)11,900,000","청여2 (2~4위)11,900,000",11900000
"1","(재)낙원추모공원","공설","기타","","","1200만원","앞면조각봉분D(단형) 1기 추가사용하지 않는 모델12,000,000","앞면조각봉분D(4단형) 1기 추가사용하지 않는 모델12,000,000",12000000
"1","(재)낙원추모공원","공설","자연장","","","자연장 1250만원","담장형 평장묘 (동백)12,500,000","담장형 평장묘 (동백4)12,500,000",12500000
"1","(재)낙원추모공원","공설","자연장","","","자연장 1400만원","담장형 월석평장묘 (동백) 최대 4위14,000,000","담장형 월석평장묘 (동백6) 최대 4위14,000,000",14000000
"1","(재)낙원추모공원","공설","기타","","","1490만원","청여 (4~8위)14,900,000","청여2 (4~8위)14,900,000",14900000
"1","(재)낙원추모공원","공설","자연장","","","자연장 1500만원","담장형 월석평장묘 (동백) 최대 6위15,000,000","담장형 월석평장묘 (동백6) 최대 6위15,000,000",15000000
"1","(재)낙원추모공원","공설","자연장","","","자연장 1500만원","평장E","평장E15,000,000",15000000
"1","(재)낙원추모공원","공설","기타","","","1720만원","청여 (4~8위)신설17,200,000","청여1 (4~8위)신설17,200,000",17200000
"1","(재)낙원추모공원","공설","자연장","","","자연장 1750만원","정원형 평장위(단품)17,500,000","정원형 평장2위(단품)17,500,000",17500000
"1","(재)낙원추모공원","공설","기타","","","1790만원","청여 (6~12위)17,900,000","청여2 (6~12위)17,900,000",17900000
"1","(재)낙원추모공원","공설","자연장","","","자연장 1800만원","평장위동백14에만 판매18,000,000","평장2위동백14에만 판매18,000,000",18000000
"1","(재)낙원추모공원","공설","기타","","","2020만원","청여 (6~12위)신설20,200,000","청여1 (6~12위)신설20,200,000",20200000
"1","(재)낙원추모공원","공설","매장묘","개인단","","매장묘 (3평) 2028만원","개인 매장묘 (평형)20,275,000원 부터 ~20,275,000","개인 매장묘 (3평형)20,275,000원 부터 ~20,275,000",20275000
"1","(재)낙원추모공원","공설","자연장","부부단","","자연장 2180만원","프리미엄 부부 평장묘 ( 담장시설 ) 부터 ~21,800,000","프리미엄 부부 평장묘 ( 담장시설 )21,800,000원 부터 ~21,800,000",21800000
"1","(재)낙원추모공원","공설","기타","","","2320만원","청여 (8~16위)신설23,200,000","청여1 (8~16위)신설23,200,000",23200000
"1","(재)낙원추모공원","공설","자연장","","","자연장 2500만원","정원형 평장E(백합가)25,000,000","정원형 평장E(백합3가)25,000,000",25000000
"1","(재)낙원추모공원","공설","자연장","가족단","","자연장 2895만원","프리미엄 가족 평장묘 ( 담장시설 ) 부터 ~28,950,000","프리미엄 가족 평장묘 ( 담장시설 )28,950,000원 부터 ~28,950,000",28950000
"1","(재)낙원추모공원","공설","기타","","","3000만원","정원형 고흥위(백합3가)30,000,000","정원형 고흥6위(백합3가)30,000,000",30000000
"1","(재)낙원추모공원","공설","기타","","","","사용료평형 기준3,000,0001","사용료1평형 기준3,000,0001",30000001
"1","(재)낙원추모공원","공설","매장묘","부부단","","매장묘 (6평) 3115만원","부부 매장묘 (평형)31,150,000원 부터 ~31,150,000","부부 매장묘 (6평형)31,150,000원 부터 ~31,150,000",31150000
"1","(재)낙원추모공원","공설","매장묘","부부단","","매장묘 (12평) 6465만원","프리미엄 부부 매장묘 (~12평형)(담장시설)64,650,000원 부터 ~64,650,000","프리미엄 부부 매장묘 (6~12평형)(담장시설)64,650,000원 부터 ~64,650,000",64650000
"2","(재)실로암공원묘원","사설","기타","","","15만원","경계석비m 145,000~145,000","경계석비1m 145,000~145,000",145000
"2","(재)실로암공원묘원","사설","기타","","","","관리비평/1년16,0001","관리비1평/1년16,0001",160001
"2","(재)실로암공원묘원","사설","자연장","","","","개장작업비평장(소형석도홍)200,000","개장작업비평장(소형,석도홍)200,000",200000
"2","(재)실로암공원묘원","사설","기타","","","25만원","좌대(소)~246,675","좌대(소)246,675~246,675",246675
"2","(재)실로암공원묘원","사설","기타","","","29만원","좌대(대)~286,000","좌대(대)286,000~286,000",286000
"2","(재)실로암공원묘원","사설","기타","","","29만원","와비좌대~286,000","와비좌대286,000~286,000",286000
"2","(재)실로암공원묘원","사설","기타","","","33만원","월석(소)~328,900","월석(소)328,900~328,900",328900
"2","(재)실로암공원묘원","사설","기타","","","33만원","화병(소)~328,900","화병(소)328,900~328,900",328900
"2","(재)실로암공원묘원","사설","기타","","","33만원","각자대특수마크 금액추가~330,000","각자대특수마크 금액추가330,000~330,000",330000
"2","(재)실로암공원묘원","사설","기타","","","40만원","개장정리비~400,000","개장정리비400,000~400,000",400000
"2","(재)실로암공원묘원","사설","기타","","","","안치료~400,000","안치료400,000~400,000",400000
"2","(재)실로암공원묘원","사설","매장묘","","","","매장작업비함","매장작업비함400,000",400000
"2","(재)실로암공원묘원","사설","기타","","","43만원","월석(대)~429,000","월석(대)429,000~429,000",429000
"2","(재)실로암공원묘원","사설","기타","","","43만원","화병(대)~429,000","화병(대)429,000~429,000",429000
"2","(재)실로암공원묘원","사설","기타","","","43만원","삼향로~429,000","삼향로429,000~429,000",429000
"2","(재)실로암공원묘원","사설","기타","","","50만원","봉분수선비~500,000","봉분수선비500,000~500,000",500000
"2","(재)실로암공원묘원","사설","기타","","","50만원","상석애석(.3)500,500~500,500","상석애석(2.3)500,500~500,500",500500
"2","(재)실로암공원묘원","사설","기타","","","57만원","북석~572,000","북석572,000~572,000",572000
"2","(재)실로암공원묘원","사설","기타","","","57만원","성경책~572,000","성경책572,000~572,000",572000
"2","(재)실로암공원묘원","사설","기타","","","60만원","봉분설치비일반~600,000","봉분설치비일반600,000~600,000",600000
"2","(재)실로암공원묘원","사설","자연장","","","자연장 62만원","입주비석도홍 평장","입주비석도홍 평장620,000",620000
"2","(재)실로암공원묘원","사설","기타","","","64만원","상석애석(.5)643,500~643,500","상석애석(2.5)643,500~643,500",643500
"2","(재)실로암공원묘원","사설","기타","","","67만원","갓석(소)~672,100","갓석(소)672,100~672,100",672100
"2","(재)실로암공원묘원","사설","기타","","","76만원","갓석(대)~757,900","갓석(대)757,900~757,900",757900
"2","(재)실로암공원묘원","사설","기타","","","","개장작업비~800,000","개장작업비800,000~800,000",800000
"2","(재)실로암공원묘원","사설","매장묘","","","","매장작업비~800,000","매장작업비800,000~800,000",800000
"2","(재)실로암공원묘원","사설","기타","","","82만원","상석애석(.0)822,250~822,250","상석애석(3.0)822,250~822,250",822250
"2","(재)실로암공원묘원","사설","기타","","","82만원","비석(.0)822,250~822,250","비석(3.0)822,250~822,250",822250
"2","(재)실로암공원묘원","사설","기타","","","82만원","와비(.3)822,250~822,250","와비(2.3)822,250~822,250",822250
"2","(재)실로암공원묘원","사설","기타","","","100만원","와비(.5)1,001,000~1,001,000","와비(2.5)1,001,000~1,001,000",1001000
"2","(재)실로암공원묘원","사설","기타","","","100만원","둘레석(소)~1,001,000","둘레석(소)1,001,000~1,001,000",1001000
"2","(재)실로암공원묘원","사설","기타","","","110만원","상석청석(.5)1,100,000~1,100,000","상석청석(2.5)1,100,000~1,100,000",1100000
"2","(재)실로암공원묘원","사설","기타","","","110만원","봉분설치비특수~1,100,000","봉분설치비특수1,100,000~1,100,000",1100000
"2","(재)실로암공원묘원","사설","기타","","","114만원","비석(.7)1,144,000~1,144,000","비석(3.7)1,144,000~1,144,000",1144000
"2","(재)실로암공원묘원","사설","기타","","","116만원","석관~1,155,000","석관1,155,000~1,155,000",1155000
"2","(재)실로암공원묘원","사설","기타","","","129만원","상석오석(.0)1,287,000~1,287,000","상석오석(3.0)1,287,000~1,287,000",1287000
"2","(재)실로암공원묘원","사설","기타","","","143만원","상석오석(.3)1,430,000~1,430,000","상석오석(3.3)1,430,000~1,430,000",1430000
"2","(재)실로암공원묘원","사설","기타","","","143만원","비석(.0)1,430,000~1,430,000","비석(4.0)1,430,000~1,430,000",1430000
"2","(재)실로암공원묘원","사설","기타","","","148만원","둘레석 단1,480,050~1,480,050","둘레석 1단1,480,050~1,480,050",1480050
"2","(재)실로암공원묘원","사설","기타","","","263만원","둘레석 단2,631,200~2,631,200","둘레석 2단2,631,200~2,631,200",2631200
"2","(재)실로암공원묘원","사설","기타","","","501만원","둘레석 청단 소5,005,000~5,005,000","둘레석 청3단 소5,005,000~5,005,000",5005000
"2","(재)실로암공원묘원","사설","자연장","","","자연장 (2.5평) 527만원","평장(.5평형)2위세트5,273,180~5,273,180","평장(2.5평형)2위세트5,273,180~5,273,180",5273180
"2","(재)실로암공원묘원","사설","기타","","","543만원","둘레석 청단 대5,434,000~5,434,000","둘레석 청3단 대5,434,000~5,434,000",5434000
"2","(재)실로암공원묘원","사설","기타","","","572만원","원형둘레석~5,720,000","원형둘레석5,720,000~5,720,000",5720000
"2","(재)실로암공원묘원","사설","매장묘","개인단","","","매장묘(.5평형/단봉)사용료, 5년관리비, 매장작업비, 봉분설치비, 1인석물비용 1회 각자대포함 총계 11,131,000~12,000,000","매장묘(2.5평형/단봉)사용료, 5년관리비, 매장작업비, 봉분설치비, 1인석물비용 1회 각자대포함 총계 11,131,000~12,000,000",12000000
"2","(재)실로암공원묘원","사설","봉안당","","","봉안당 1520만원","봉안묘(위 세트)신형15,200,000~15,200,000","봉안묘(2위 세트)신형15,200,000~15,200,000",15200000
"2","(재)실로암공원묘원","사설","매장묘","개인단","","","매장묘(평형/단봉)사용료, 5년관리비, 매장작업비, 봉분설치비, 1인석물비용 1회 각자대포함 총계 15,339,000~15,339,000","매장묘(4평형/단봉)사용료, 5년관리비, 매장작업비, 봉분설치비, 1인석물비용 1회 각자대포함 총계 15,339,000~15,339,000",15339000
"2","(재)실로암공원묘원","사설","매장묘","개인단","","","매장묘(.5평형/쌍봉)사용료, 5년관리비, 매장작업비, 봉분설치비, 1인석물비용 1회 각자대포함 총계 16,559,000~18,000,000","매장묘(2.5평형/쌍봉)사용료, 5년관리비, 매장작업비, 봉분설치비, 1인석물비용 1회 각자대포함 총계 16,559,000~18,000,000",18000000
"2","(재)실로암공원묘원","사설","봉안당","","","봉안당 1920만원","봉안묘(위 세트)신형19,200,000~19,200,000","봉안묘(4위 세트)신형19,200,000~19,200,000",19200000
"2","(재)실로암공원묘원","사설","매장묘","","","","묘지사용료평2,160,0001","묘지사용료1평2,160,0001",21600001
"2","(재)실로암공원묘원","사설","매장묘","개인단","","","매장묘(평형/쌍봉)사용료, 5년관리비, 매장작업비, 봉분설치비, 1인석물비용 1회 각자대포함 총계 23,823,000~23,823,000","매장묘(4평형/쌍봉)사용료, 5년관리비, 매장작업비, 봉분설치비, 1인석물비용 1회 각자대포함 총계 23,823,000~23,823,000",23823000
"2","(재)실로암공원묘원","사설","봉안당","","","봉안당 2400만원","봉안묘(위 세트)신형24,000,000~24,000,000","봉안묘(6위 세트)신형24,000,000~24,000,000",24000000
"2","(재)실로암공원묘원","사설","봉안당","","","봉안당 2800만원","봉안묘(위 세트)신형28,000,000~28,000,000","봉안묘(9위 세트)신형28,000,000~28,000,000",28000000
"2","(재)실로암공원묘원","사설","봉안당","","","봉안당 3500만원","봉안묘(위 세트)35,000,000~35,000,000","봉안묘(16위 세트)35,000,000~35,000,000",35000000
"2","(재)실로암공원묘원","사설","기타","","","15000015만원","천판","천판150,000150,000",150000150000
"2","(재)실로암공원묘원","사설","기타","","","18500019만원","기, 9기 비석좌대185,000185,000","4기, 9기 비석좌대185,000185,000",185000185000
"2","(재)실로암공원묘원","사설","자연장","","","자연장 34100034만원","소형평장와비","소형평장와비341,000341,000",341000341000
"2","(재)실로암공원묘원","사설","기타","","","73600074만원","기 비석(신형)736,000736,000","4기 비석(신형)736,000736,000",736000736000
"2","(재)실로암공원묘원","사설","기타","","","78650079만원","기 비석(신형)786,500786,500","9기 비석(신형)786,500786,500",786500786500
"2","(재)실로암공원묘원","사설","기타","","","85800086만원","기 구형 비석858,000858,000","9기 구형 비석858,000858,000",858000858000
"2","(재)실로암공원묘원","사설","기타","","","1001000100만원","기 구형 비석1,001,0001,001,000","6기 구형 비석1,001,0001,001,000",10010001001000
"3","(재)삼덕공원묘원","사설","매장묘","","","매장묘 2만원","총매장능력 개편의시설","총매장능력18,800 개편의시설",18800
"3","(재)삼덕공원묘원","사설","기타","","","","나무제거(그루당)~50,000 1m 미만 및 이상으로 차등부과30,000","나무제거(그루당)30,000~50,000 1m 미만 및 이상으로 차등부과30,000",30000
"3","(재)삼덕공원묘원","사설","기타","","","","석물이동설치 작업 (A형)이동설치작업","석물이동설치 작업 (A형)이동설치작업100,000",100000
"3","(재)삼덕공원묘원","사설","기타","","","","비석해체/재설치작업(小中)150,000","비석해체/재설치작업(小,中)150,000",150000
"3","(재)삼덕공원묘원","사설","기타","","","15만원","석재향로小","석재향로小150,000",150000
"3","(재)삼덕공원묘원","사설","기타","","","","관리비평형 / 년간19,0001","관리비1평형 / 년간19,0001",190001
"3","(재)삼덕공원묘원","사설","봉안당","","","","봉안묘안치작업기이하/판재안치200,000","봉안묘안치작업18기이하/판재안치200,000",200000
"3","(재)삼덕공원묘원","사설","기타","","","","각자작업친환경추가안치각자","각자작업친환경추가안치각자200,000",200000
"3","(재)삼덕공원묘원","사설","봉안당","","","","각자작업봉안묘판재각자/평장묘각자(기당)","각자작업봉안묘판재각자/평장묘각자(기당)200,000",200000
"3","(재)삼덕공원묘원","사설","기타","","","","비석해체/재설치작업(大갓비석)200,000","비석해체/재설치작업(大,갓비석)200,000",200000
"3","(재)삼덕공원묘원","사설","기타","","","","석물이동설치 작업 (B형)이동설치작업","석물이동설치 작업 (B형)이동설치작업200,000",200000
"3","(재)삼덕공원묘원","사설","기타","","","25만원","시설물화병(ea)250,000","시설물화병(2ea)250,000",250000
"3","(재)삼덕공원묘원","사설","봉안당","","","","봉안묘안치작업기이상/평장묘300,000","봉안묘안치작업18기이상/평장묘300,000",300000
"3","(재)삼덕공원묘원","사설","기타","","","","석물이동설치 작업 (C형)이동설치작업","석물이동설치 작업 (C형)이동설치작업300,000",300000
"3","(재)삼덕공원묘원","사설","기타","","","(3평) 35만원","개장정리비평형미만(350,000~400,000형태별 차등부과)350,000","개장정리비3평형미만(350,000~400,000형태별 차등부과)350,000",350000
"3","(재)삼덕공원묘원","사설","봉안당","","","봉안당 35만원","석관봉안용","석관봉안용350,000",350000
"3","(재)삼덕공원묘원","사설","기타","","","35만원","충관비-","충관비-350,000",350000
"3","(재)삼덕공원묘원","사설","기타","","","45만원","봉분수선비~950,000 형태별 차등부과450,000","봉분수선비450,000~950,000 형태별 차등부과450,000",450000
"3","(재)삼덕공원묘원","사설","기타","","","","봉분작업비사각봉분작업~900,000 형태별 차등부과500,000","봉분작업비사각봉분작업500,000~900,000 형태별 차등부과500,000",500000
"3","(재)삼덕공원묘원","사설","기타","","","(3평) 50만원","개장정리비평형이상500,000","개장정리비3평형이상500,000",500000
"3","(재)삼덕공원묘원","사설","기타","","","55만원","시설물상석(소)","시설물상석(소)550,000",550000
"3","(재)삼덕공원묘원","사설","매장묘","","","","매장작업비(화장)기당(토지개토작업 및 안장비용)550,000","매장작업비(화장)1기당(토지개토작업 및 안장비용)550,000",550000
"3","(재)삼덕공원묘원","사설","기타","","","(6평) 60만원","개장정리비평형이상 원둘레600,000","개장정리비6평형이상 원둘레600,000",600000
"3","(재)삼덕공원묘원","사설","매장묘","","","","가묘매장작업비(화장)기당(토지개토작업 및 안장비용)600,000","가묘매장작업비(화장)1기당(토지개토작업 및 안장비용)600,000",600000
"3","(재)삼덕공원묘원","사설","기타","","","65만원","시설물상석(중)","시설물상석(중)650,000",650000
"3","(재)삼덕공원묘원","사설","기타","","","65만원","시설물비석(소)","시설물비석(소)650,000",650000
"3","(재)삼덕공원묘원","사설","기타","","","70만원","시설물향로석셋트","시설물향로석셋트700,000",700000
